admin1,admin2,admin3,lon,lat,type_school,environment,name,postal_code,num_classrooms,num_sections,num students,num teachers,water,electricity,num_latrines,tower_dist,tower_type_service,tower_type,tower_code,tower_latitude,tower_longitude
02-Hodh Gharbi,Koubenni,Voullaniya,-9.7432,15.455,Public,Rural,الحله,2207002,1,2,87,1,0,0,0,10.14,2G,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Koubenni,Voullaniya,-9.6966,15.7507,Public,Rural,الرباط,2207040,1,2,41,1,0,0,0,30.38,No Service,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Koubenni,Voullaniya,-9.8198,15.5054,Public,Rural,الفلانية,2207001,6,8,510,7,1,0,0,0.23,2G,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Koubenni,Voullaniya,-9.806,15.4645,Public,Rural,اهلابروك,2207007,1,2,28,1,0,0,0,4.88,2G,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Koubenni,Voullaniya,-9.8187,15.4918,Public,Rural,كركيرتاهلاعمربيو,2207029,1,4,197,2,1,0,0,1.57,2G,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Koubenni,Voullaniya,-9.6955,15.7148,Public,Rural,لمرايه,2207032,2,2,38,1,0,0,0,26.92,No Service,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Koubenni,Voullaniya,-9.8273,15.4889,Public,Rural,مكة,2207004,2,2,49,1,0,0,0,1.94,2G,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Koubenni,Voullaniya,-9.8418,15.5856,Public,Rural,ولاعكيله,2207043,1,3,56,2,1,0,0,9.15,2G,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Koubenni,Voullaniya,-9.8905,15.6753,Public,Rural,ولاعويشيت,2207049,1,2,0,2,0,0,0,20.25,No Service,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Koubenni,Voullaniya,-9.8854,15.6356,Public,Rural,ولبليل,2207048,1,2,62,1,0,0,0,15.98,2G,Tower1,MA2G0172,15.50558,-9.82191
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.680183,16.87,Public,Rural,Amriche,2304017,1,2,0,1,0,0,0,32.64,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.647733,16.725683,Public,Rural,ANZEY,2304009,2,2,82,1,0,0,0,26.68,No Service,Tower1,MR2G0131,16.488639,-10.609028
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.63105,16.62845,Public,Rural,JHAVEYEELGHARBEYE,2304007,1,2,48,1,0,0,0,15.72,2G,Tower1,MR2G0131,16.488639,-10.609028
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.93301,16.72122,Public,Rural,Legleitat,2304048,2,2,101,1,0,0,0,19.04,2G,Tower1,MA2G0055,16.55591,-10.979482
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.94308,16.67359,Public,Rural,LEGRAIVA,2304037,1,2,74,1,0,0,0,13.65,2G,Tower1,MA2G0055,16.55591,-10.979482
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.7471,16.85425,Public,Rural,MEMERDI,2304018,1,2,25,1,0,0,0,36.11,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.74731,16.57489,Public,Rural,Oum lemhar,2304045,5,6,126,4,1,0,1,8.11,2G,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.643283,16.69065,Public,Rural,TEWMIYAT,2304008,1,2,80,1,0,0,0,22.76,No Service,Tower1,MR2G0131,16.488639,-10.609028
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.69906,16.77577,Public,Rural,اكرجلحجار,2304030,1,2,44,1,0,0,0,30.91,No Service,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.62225,16.74256,Public,Rural,الكراية,2304010,2,2,87,1,0,0,0,28.27,No Service,Tower1,MR2G0131,16.488639,-10.609028
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.69807,16.82653,Public,Rural,المقمظة,2304028,1,2,50,1,0,0,0,36.5,No Service,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.85602,16.8129,Public,Rural,بونسعة,2304024,1,2,69,1,0,0,0,31.46,No Service,Tower1,MA2G0055,16.55591,-10.979482
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.61501,16.74459,Public,Rural,لهبيله,2304010,2,2,82,1,0,0,0,28.47,No Service,Tower1,MR2G0131,16.488639,-10.609028
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.76288,16.79634,Public,Rural,مدرسةامريميده,2304034,2,2,89,1,0,0,0,32.76,No Service,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.64779,16.72451,Public,Rural,مدرسةانزي,2304009,2,2,82,1,0,0,0,26.55,No Service,Tower1,MR2G0131,16.488639,-10.609028
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.81383,16.63455,Public,Rural,مدرسةكاعتلبكر,2304041,2,2,26,1,0,0,0,16.27,2G,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.68614,16.72701,Public,Rural,مدرسةكيعةالتيدوم,2304001,3,6,150,2,1,0,0,25.91,No Service,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tamchekett,Guetae-Teidoume,-10.71467,16.75532,Public,Rural,مدرسةكيعتلمهار,2304031,3,6,109,2,0,0,0,28.41,No Service,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.8497,17.251733,Public,Rural,DMEYMARE2,2302027,1,2,44,1,0,0,0,18.72,2G,Tower1,MA2G0165,17.24605,-10.67353
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.830333,17.28195,Public,Rural,LEAZEYLAT,2302026,1,2,29,1,0,0,0,17.12,2G,Tower1,MA2G0165,17.24605,-10.67353
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.286833,17.173983,Public,Rural,LEKHNEYG,2302007,1,2,42,1,0,0,0,36.76,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.500033,17.465367,Public,Rural,NTEIRZE,2302018,1,2,28,1,0,0,0,30.49,No Service,Tower1,MR2G0094,17.246397,-10.672953
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.26185,17.174633,Public,Rural,OUMGVEYVE,2302008,1,2,34,1,0,0,0,39.41,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.336833,17.373567,Public,Rural,SONDAGE,2302002,1,2,50,1,0,0,0,38.38,No Service,Tower1,MR2G0094,17.246397,-10.672953
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.57981,17.35596,Public,Rural,الفشة,2302024,2,2,61,1,0,0,0,15.69,2G,Tower1,MR2G0094,17.246397,-10.672953
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.3892,17.38891,Public,Rural,مدرسةالشفاء,2302020,1,2,44,1,0,0,0,34.04,No Service,Tower1,MR2G0094,17.246397,-10.672953
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.31771,17.37467,Public,Rural,مدرسةالمبروك,2302001,3,6,131,3,1,0,0,40.32,No Service,Tower1,MR2G0094,17.246397,-10.672953
02-Hodh Gharbi,Tamchekett,Mabrouk,-10.41094,17.41423,Public,Rural,نوداش,2302013,1,2,50,1,0,0,0,33.49,No Service,Tower1,MR2G0094,17.246397,-10.672953
02-Hodh Gharbi,Tamchekett,Radhi,-10.398683,16.554267,Public,Rural,BAGDAD,2303023,1,2,53,1,0,0,0,20.98,No Service,Tower1,MA2G0057,16.487658,-10.582796
02-Hodh Gharbi,Tamchekett,Radhi,-10.132617,16.978483,Public,Rural,GUOGUER,2303042,1,1,54,1,0,0,0,56.38,No Service,Tower1,MA2G0059,16.529045,-9.887465
02-Hodh Gharbi,Tamchekett,Radhi,-10.405,16.589983,Public,Rural,KHOWESSE,2303028,1,2,22,1,0,0,0,22.11,No Service,Tower1,MA2G0057,16.487658,-10.582796
02-Hodh Gharbi,Tamchekett,Radhi,-10.187033,16.679017,Public,Rural,LEGLEYTE,2303017,1,1,39,1,0,0,0,32.78,No Service,Tower1,MA3G0081,16.3847,-10.1694
02-Hodh Gharbi,Tamchekett,Radhi,-10.25596,17.08704,Public,Rural,Sayad,2303003,2,3,21,1,0,0,0,40.82,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Radhi,-10.234533,16.938333,Public,Rural,TWEYMIRETLEAJOUL,2303010,1,1,58,1,0,0,0,48.96,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Radhi,-10.15132,16.83564,Public,Rural,ارخيمية,2303033,2,3,102,1,0,0,0,44.18,No Service,Tower1,MR2G0133,16.528333,-9.888417
02-Hodh Gharbi,Tamchekett,Radhi,-10.12355,16.63813,Public,Rural,بربارة,2303019,1,2,66,1,0,0,0,26,No Service,Tower1,MC2G0197,16.4425,-9.99
02-Hodh Gharbi,Tamchekett,Radhi,-10.4938,16.65738,Public,Rural,تنكاة,2303025,2,2,95,2,0,0,0,21.12,No Service,Tower1,MA2G0057,16.487658,-10.582796
02-Hodh Gharbi,Tamchekett,Radhi,-10.07592,16.92869,Public,Rural,حايتة,2303041,2,2,64,1,0,0,1,48.76,No Service,Tower1,MA2G0059,16.529045,-9.887465
02-Hodh Gharbi,Tamchekett,Radhi,-10.2907,16.95299,Public,Rural,قليكالغظث,2303009,2,2,59,1,0,0,0,43.01,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Radhi,-10.24819,17.03336,Public,Rural,مدرسةادخيلات,2303011,1,1,31,1,0,0,0,43.2,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Radhi,-10.3764,16.54327,Public,Rural,مدرسةاريوك1,2303022,2,3,100,1,0,0,0,22.86,No Service,Tower1,MA2G0057,16.487658,-10.582796
02-Hodh Gharbi,Tamchekett,Radhi,-10.00901,16.89599,Public,Rural,مدرسةالبيظ1,2303038,1,2,73,2,0,0,0,42.81,No Service,Tower1,MA2G0059,16.529045,-9.887465
02-Hodh Gharbi,Tamchekett,Radhi,-10.20892,16.69109,Public,Rural,مدرسةالراظى,2303016,6,6,199,4,1,0,4,34.33,No Service,Tower1,MA3G0081,16.3847,-10.1694
02-Hodh Gharbi,Tamchekett,Radhi,-10.47877,16.62934,Public,Rural,مدرسةالنيشان,2303024,2,3,91,1,0,0,0,19.26,2G,Tower1,MA2G0057,16.487658,-10.582796
02-Hodh Gharbi,Tamchekett,Radhi,-10.14407,16.90838,Public,Rural,مدرسةاير,2303043,1,2,24,2,0,0,0,50.26,No Service,Tower1,MA2G0059,16.529045,-9.887465
02-Hodh Gharbi,Tamchekett,Radhi,-10.22709,16.86132,Public,Rural,مدرسةزليخه,2303013,1,2,70,1,0,0,0,51.69,No Service,Tower1,MR2G0133,16.528333,-9.888417
02-Hodh Gharbi,Tamchekett,Radhi,-10.44701,16.64945,Public,Rural,مدرسةكلبالحوليه,2303027,1,2,47,1,0,0,0,23.09,No Service,Tower1,MA2G0057,16.487658,-10.582796
02-Hodh Gharbi,Tamchekett,Sava,-10.7664,16.91505,Public,Rural,AGWEYNITE2,2305029,2,2,48,3,0,0,6,30.73,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.44123,16.97419,Public,Rural,Akerjane,2305054,1,1,40,1,0,0,0,28.98,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.7378,17.106317,Public,Rural,DEKHLETOUMARCHEIKH,2305003,1,2,19,1,0,0,0,12.68,2G,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.727267,16.927817,Public,Rural,EAJEYJILE,2305032,2,3,82,2,0,0,0,27.71,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.664533,16.894033,Public,Rural,ELADALA,2305038,1,2,43,1,0,0,0,29.76,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.672,16.906267,Public,Rural,LEMBEIHRI,2305037,2,2,51,1,0,0,0,28.52,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.781483,16.9919,Public,Rural,LEMTEYBLE+GUAB,2305023,2,2,46,1,0,0,0,24.49,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.5052,17.081017,Public,Rural,TEJEMOUTALHAYAT,2305058,2,3,119,2,0,0,0,16.12,2G,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.47328,16.92195,Public,Rural,Tweijirit,2305053,1,2,33,1,0,0,0,31.41,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.88489,17.06846,Public,Rural,اجوبة,2305013,1,2,54,1,0,0,0,28.69,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.55344,17.05301,Public,Rural,الفدة,2305055,2,4,250,2,0,0,0,14.56,2G,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.43291,17.12078,Public,Rural,المدروم,2305059,1,2,64,1,0,0,0,21.65,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.6371,17.07214,Public,Rural,امرفك,2305062,4,6,144,4,0,0,0,9.78,2G,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.9049,16.93532,Public,Rural,اوج,2305027,1,2,78,1,0,0,0,38.24,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.62937,16.92452,Public,Rural,بنيامز,2305044,2,2,74,1,0,0,0,26.18,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.8199,17.04144,Public,Rural,كلالة,2305019,2,3,117,1,0,0,0,23.88,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.72879,16.92697,Public,Rural,مدرسةاتواجيل,2305039,2,3,95,1,0,0,0,27.86,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.78894,16.92163,Public,Rural,مدرسةاغوينيت1,2305028,2,3,57,2,0,0,0,31.29,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.6581,17.02671,Public,Rural,مدرسةاكمون,2305063,2,3,80,2,0,0,0,15.06,2G,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.785,17.1864,Public,Rural,مدرسةاكنيكيصه,2305007,1,2,17,1,0,0,0,13.57,2G,Tower1,MA2G0165,17.24605,-10.67353
02-Hodh Gharbi,Tamchekett,Sava,-10.62764,16.94136,Public,Rural,مدرسةالسكى,2305041,5,6,250,5,0,0,0,24.31,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.62697,17.1639,Public,Rural,مدرسةالصفاء1,2305001,6,6,378,8,1,0,0,0.73,2G,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.57592,16.93589,Public,Rural,مدرسةالعطشانه,2305047,1,2,0,1,0,0,0,25.63,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.84668,17.06263,Public,Rural,مدرسةبقرلى,2305018,4,6,185,3,0,0,0,25.2,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.58144,16.88545,Public,Rural,مدرسةكلاب,2305045,6,6,246,6,0,0,0,31,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.9766,17.00452,Public,Rural,مدرسةلعوينات,2305025,1,2,24,1,0,0,0,40.45,No Service,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Sava,-10.75108,17.12735,Public,Rural,يعجب,2305005,1,2,55,1,0,0,0,13.11,2G,Tower1,MA2G0164,17.15994,-10.63248
02-Hodh Gharbi,Tamchekett,Tamchekett,-10.675117,17.246833,Public,Urbain,ELHELE,2301001,3,5,111,4,1,0,1,0.19,2G,Tower1,MA2G0165,17.24605,-10.67353
02-Hodh Gharbi,Tamchekett,Tamchekett,-10.665817,17.253133,Public,Urbain,Medina,2301001,6,6,319,7,0,0,0,1.07,2G,Tower1,MR2G0094,17.246397,-10.672953
02-Hodh Gharbi,Tamchekett,Tamchekett,-10.653767,17.203483,Public,Rural,TWEYMIRET,2301002,2,2,61,1,0,0,1,5.18,2G,Tower1,MA2G0165,17.24605,-10.67353
02-Hodh Gharbi,Tamchekett,Tamchekett,-10.67261,17.24598,Public,Urbain,مدرسةحمزه,2301001,7,7,326,10,1,0,6,0.06,2G,Tower1,MR2G0094,17.246397,-10.672953
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.397467,15.7452,Public,Rural,Amriche,2406052,1,2,54,1,0,0,0,12.98,2G,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.334767,15.904733,Public,Rural,BARGHEYWE,2406064,1,2,79,2,0,0,0,5.94,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.55264,15.61301,Public,Rural,El bouniya,2406036,1,2,28,1,0,0,0,34.01,No Service,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aïn Varbe,-9.99557,16.20076,Public,Rural,Hassi lekwer,2406054,1,2,47,1,0,0,0,13.92,2G,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.394683,15.993917,Public,Rural,HassiElbarke,2406008,1,2,35,1,0,0,0,7.94,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.48739,16.02425,Public,Rural,Jefara,2406014,1,2,39,1,0,0,0,15.57,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.434583,15.8055,Public,Rural,LEMROUWE,2406068,1,2,32,1,0,0,0,9.79,2G,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.54535,15.74042,Public,Rural,امطكيك2,2406040,1,2,48,1,0,0,0,23.66,No Service,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.38905,15.92171,Public,Urbain,عينفرية,2406002,8,6,345,11,1,0,1,0.25,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.4472,15.9513,Public,Rural,كلبالنعمة,2406076,1,2,52,1,0,0,0,7.17,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.36115,15.90337,Public,Urbain,مدرسةانخيل,2406065,1,2,26,1,0,0,0,3.51,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.39648,15.94335,Public,Rural,مدرسةايويليكن,2406003,2,3,83,2,0,0,0,2.49,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.53594,15.90846,Public,Rural,مدرسةباكوينيت,2406007,1,2,81,1,0,0,0,16.01,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.48285,15.73487,Public,Rural,مدرسةكلبالخير,2406043,4,4,163,1,1,1,18,18.85,2G,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.41135,16.0158,Public,Rural,مدرسةلنوار,2406011,4,6,176,5,1,0,1,10.66,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aïn Varbe,-10.39551,15.95579,Public,Rural,ملكةالخيرات1,2406005,1,2,29,1,0,0,0,3.77,2G,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aweinat Thalle,-9.96618,16.20496,Public,Rural,El mehrouda,2403004,2,2,55,1,0,0,0,26.54,No Service,Tower1,MC2G0197,16.4425,-9.99
02-Hodh Gharbi,Tintane,Aweinat Thalle,-9.969317,15.743967,Public,Rural,LMERGUE,2403022,1,1,36,1,0,0,0,30.68,No Service,Tower1,MA2G0171,15.52452,-10.14291
02-Hodh Gharbi,Tintane,Aweinat Thalle,-9.92952,16.15912,Public,Rural,Medina,2403006,2,2,55,2,0,0,0,32.16,No Service,Tower1,MC2G0197,16.4425,-9.99
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.20853,15.9087,Public,Rural,اروال,2403028,2,4,89,2,0,0,0,17.2,2G,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aweinat Thalle,-9.95385,16.1237,Privé,Rural,اهلحيدر,2403008,1,2,72,1,0,0,0,35.66,No Service,Tower1,MC2G0197,16.4425,-9.99
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.26262,16.06625,Privé,Rural,بوهد2,2403031,1,2,44,1,0,0,0,20.76,No Service,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aweinat Thalle,-9.93937,15.98797,Public,Rural,تامه,2403013,5,6,473,4,0,0,0,47.26,No Service,Tower1,MA2G0149,16.19783,-9.55474
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.03497,15.90538,Public,Rural,مدرسةابلقشاش,2403016,2,4,146,2,0,0,0,35.16,No Service,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.09269,15.90928,Public,Rural,مدرسةاجريف,2403026,2,2,85,2,1,0,0,29.16,No Service,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aweinat Thalle,-9.94761,16.15286,Public,Rural,مدرسةاعوينات,2403001,4,6,196,4,0,0,1,32.52,No Service,Tower1,MC2G0197,16.4425,-9.99
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.16877,16.11217,Public,Rural,مدرسةالحاسيلمر,2403034,1,2,30,1,0,0,0,29.12,No Service,Tower1,MA2G0058,16.3694,-10.2199
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.04097,15.77815,Public,Rural,مدرسةباوية,2403020,1,1,40,1,0,0,0,30.24,No Service,Tower1,MA2G0171,15.52452,-10.14291
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.16743,15.90782,Public,Rural,مدرسةبوركيبه,2403027,1,2,33,1,0,0,0,21.35,No Service,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.25046,16.05105,Public,Rural,مدرسةبوهدره1,2403032,2,3,118,2,0,0,0,20.4,No Service,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.26262,16.06625,Public,Rural,مدرسةلمبيحره,2403002,1,2,57,1,1,0,0,20.76,No Service,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aweinat Thalle,-10.15203,16.08684,Public,Urbain,مدرسةمنىاهلالحسين,2403035,1,3,82,1,0,0,0,31.04,No Service,Tower1,MA2G0126,15.92285,-10.38701
02-Hodh Gharbi,Tintane,Aweinat Thalle,-9.96969,15.96747,Public,Rural,ينركة,2403001,1,2,34,1,0,0,0,43.51,No Service,Tower1,MR2G0005,15.8561,-10.359722
02-Hodh Gharbi,Tintane,Dev-a,-10.49111,16.53074,Public,Rural,Bouafkeirine,2408035,2,2,83,1,0,0,0,10.89,2G,Tower1,MA2G0057,16.487658,-10.582796
02-Hodh Gharbi,Tintane,Dev-a,-10.27433,16.37233,Public,Rural,Bouchra,2408060,2,2,46,1,0,0,1,5.23,2G,Tower1,MR2G0132,16.378556,-10.22575
02-Hodh Gharbi,Tintane,Dev-a,-10.6312,16.48565,Public,Rural,VIRAGENBEYGUE,2408009,1,2,45,1,0,0,0,2.39,2G,Tower1,MR2G0131,16.488639,-10.609028
02-Hodh Gharbi,Tintane,Dev-a,-10.70435,16.48613,Public,Rural,ازافيةالشرقية,2408055,2,4,94,2,0,0,0,5.1,2G,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tintane,Dev-a,-10.31123,16.39389,Public,Rural,اكنيالعاا,2408055,1,2,43,1,0,0,0,9.28,2G,Tower1,MR2G0132,16.378556,-10.22575
02-Hodh Gharbi,Tintane,Dev-a,-10.44948,16.43688,Public,Rural,المزدلفة,2408043,1,2,55,1,0,0,0,15.3,2G,Tower1,MA2G0057,16.487658,-10.582796
02-Hodh Gharbi,Tintane,Dev-a,-10.70435,16.48613,Public,Rural,بغداد3,2408005,2,3,89,1,0,0,0,5.1,2G,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tintane,Dev-a,-10.61015,16.49184,Public,Rural,تجمحاجيممات,2408031,2,4,105,1,0,0,0,0.38,2G,Tower1,MR2G0131,16.488639,-10.609028
02-Hodh Gharbi,Tintane,Dev-a,-10.23468,16.4962,Public,Rural,تمبدغة1,2408064,2,2,50,1,0,0,0,13.12,2G,Tower1,MR2G0132,16.378556,-10.22575
02-Hodh Gharbi,Tintane,Dev-a,-10.21801,16.49485,Public,Rural,تمبدغة2,2408065,1,2,24,1,1,0,0,12.96,2G,Tower1,MR2G0132,16.378556,-10.22575
02-Hodh Gharbi,Tintane,Dev-a,-10.69235,16.48459,Public,Rural,مدرسةادبايلفريع,2408063,1,2,55,1,0,0,0,6.37,2G,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tintane,Dev-a,-10.73124,16.48761,Public,Rural,مدرسةالزرافيةالغربية,2408053,2,3,125,2,0,0,0,2.5,2G,Tower1,MA2G0056,16.501974,-10.749251
02-Hodh Gharbi,Tintane,Dev-a,-10.46243,16.46635,Public,Rural,مدرسةامامغيريف,2408041,1,2,53,2,0,0,0,13.05,2G,Tower1,MA2G0057,16.487658,-10.582796
02-Hodh Gharbi,Tintane,Dev-a,-10.35488,16.41606,Public,Rural,مدرسةاندرين,2408051,1,2,39,1,0,0,0,14.39,2G,Tower1,MR2G0132,16.378556,-10.22575
02-Hodh Gharbi,Tintane,Dev-a,-10.19773,16.52026,Public,Rural,مدرسةبامبيرة,2408053,2,4,122,2,0,0,0,15.37,3G,Tower1,MA3G0081,16.3847,-10.1694
02-Hodh Gharbi,Tintane,Dev-a,-10.58697,16.49199,Public,Rural,مدرسةدخلتاسدر,2408032,1,2,23,1,0,0,0,0.66,2G,Tower1,MA2G0057,16.487658,-10.582796
